"","county_name","state_fips","X","combined_fips","votes_dem_2016","votes_gop_2016","total_votes_2016","per_dem_2016","per_gop_2016","diff_2016","per_point_diff_2016","state_abbr","FIPS","total_votes_2012","votes_dem_2012","votes_gop_2012","county_fips","per_dem_2012","per_gop_2012","diff_2012","per_point_diff_2012","puregrowth","pergrowth","margingrowth","ToOtherState","Owner","manufacture_r","active_r","highschool_r","Manufacture","X65to74","White","MedianIncome","SameHouse","State","Management","Black","Unemployed","Hispanic","white_r","MedianAge","NotInLabor","CountyFIPS.x","Bachelor","univ_r","homeowner_r","BornInState","FromOtherCounty","Population","unemp_r","management_r","Foodstamp","FromOtherState","hisp_r","ToOtherCounty","Tenure","Agriculture","Labor","X18to24","agriculture_r","HighSchool","CountyState","black_r","homegrown","same_house","move_in","move_out","youth","elder","FromOtherCounty10","ToOtherState10","highschool_r10","X65to74_10","HighSchool10","CountyFIPS.y","Black10","Population10","black_r10","State10","BornInState10","Agriculture10","Management10","MedianAge10","Tenure10","hisp_r10","Bachelor10","SameHouse10","Hispanic10","White10","ToOtherCounty10","univ_r10","CountyState10","Owner10","MedianIncome10","homeowner_r10","FromOtherState10","Manufacture10","white_r10","X18to24_10","Foodstamp10","homegrown10","same_house10","move_in10","move_out10","youth10","elder10","pop_growth","income_growth"
"1043","Gloucester County",51,2854,51073,5399,13087,19524,0.276531448473673,0.670303216553985,7688,-0.393771768080311,"VA",51073,19246,6764,12137,73,0.351449651875714,0.630624545360075,5373,-0.27917489348436,950,0.03967867119391,0.114596874595951,445,11377,0.115397242284964,0.494775028426011,0.233012074286642,2109,3579,31533,30575,32730,"Virginia",5543,3253,1007,1049,0.853673723536737,42.9,10043,73,5981,0.161919974010504,0.808370044052863,20389,1041,36938,0.0272618983160972,0.303293937404246,0,614,0.0283989387622503,1463,14074,262,18276,3013,0.0143357408623331,8607,"Gloucester County, Virginia",0.0880664897937084,0.551978991824138,0.886079376252098,0.0448048080567437,0.0516541231252369,0.0815691158156912,0.0968920894471818,1740,579,0.231193662933625,3098,8464,73,3361,36610,0.0918055176181371,"Virginia",21074,261,5767,41.9,14014,0.0263042884457798,4871,31432,963,31316,1240,0.13305107894018,"Gloucester County, Virginia",11544,29356,0.823747680890538,749,1884,0.855394700901393,2831,0,0.575635072384594,0.858563234089047,0.067986888828189,0.0496858781753619,0.0773285987435127,0.0846216880633707,0.00895930073750341,0.041524730889767
"1050","Goochland County",51,2855,51075,4884,8374,13930,0.350610193826274,0.601148600143575,3490,-0.250538406317301,"VA",51075,13287,4676,8448,75,0.351922932189358,0.635809437796342,3772,-0.283886505606984,-74,-0.0346608376527673,-0.0333480992896835,213,7194,0.0450878025628856,0.487122578258658,0.202200952513062,475,2414,16689,34795,19997,"Virginia",4795,4256,532,477,0.771674296018865,46.6,5281,75,6191,0.28626254219263,0.876035070628349,13693,832,21627,0.0245988810283442,0.45514950166113,17,206,0.0220557636287973,2098,8212,143,10535,1208,0.0135738016136687,4373,"Goochland County, Virginia",0.196791048226754,0.633143755490822,0.924631247977066,0.0479955611041753,0.106857169279142,0.0558561057936838,0.11161973459102,1066,481,0.20528955336866,1813,4339,75,5892,21136,0.278766086298259,"Virginia",13660,208,3460,44.1,6831,0.0201551854655564,5004,19255,426,14544,1144,0.236752460257381,"Goochland County, Virginia",6233,26892,0.912457912457912,324,411,0.688115064345193,596,0,0.646290688872067,0.911004920514762,0.0657645722937169,0.0768830431491294,0.0281983345950038,0.0857778198334595,0.0232305071915216,0.293879220586048
"1093","Grayson County",51,2856,51077,1407,5593,7258,0.193855056489391,0.770597960870763,4186,-0.576742904381372,"VA",51077,7146,2094,4801,77,0.293031066330814,0.671844388469074,2707,-0.378813322138259,792,0.0987535724016897,0.197929582243113,287,5079,0.173327208696984,0.428121927236972,0.291838741396264,1132,1882,14314,17879,13476,"Virginia",1445,293,587,434,0.938315306456899,47.9,5796,77,1236,0.0810226155358899,0.759647023631469,10310,354,15255,0.0384791871517535,0.221252488133517,0,157,0.0284496886266798,556,6686,239,6531,1042,0.0365947021895575,4452,"Grayson County, Virginia",0.0192068174369059,0.675843985578499,0.88338249754179,0.0334972140281875,0.0552605703048181,0.0683054736152081,0.123369387086201,630,347,0.261999369284137,1785,4154,77,384,15855,0.0242194891201514,"Virginia",11161,370,1639,46,6858,0.024156417533901,1212,14086,383,14960,623,0.0764427625354778,"Grayson County, Virginia",5573,17324,0.812627588218139,417,1618,0.943550930305897,1018,0,0.70394197414065,0.888426363923053,0.0660359508041627,0.0611794386628824,0.0642068748029013,0.112582781456954,-0.0378429517502365,0.032036481182175
"1113","Greene County",51,2857,51079,2923,5943,9503,0.307587077764916,0.625381458486794,3020,-0.317794380721877,"VA",51079,8993,3284,5558,79,0.365172912265095,0.618036250416991,2274,-0.252863338151896,385,0.00734520806980266,0.0649310425699814,469,5353,0.0577695732435661,0.490727912181605,0.219279548118939,532,1699,15996,32472,16638,"Virginia",3198,1265,589,863,0.852392624960034,39.9,4749,79,3153,0.16801662581264,0.768557071069634,11382,876,18766,0.0313865501438772,0.347268976001737,0,663,0.045987424064798,832,6965,145,9209,1282,0.0157454663915735,4115,"Greene County, Virginia",0.0674091441969519,0.606522434189492,0.88660343173825,0.0820100181178727,0.0693275071938612,0.0683150378343813,0.0905360758819141,541,326,0.238911624820263,1381,4320,79,1255,18082,0.0694060391549607,"Virginia",11902,154,2693,38.7,6709,0.0387678354164362,2448,15978,701,15623,970,0.135383254064816,"Greene County, Virginia",5357,27349,0.798479654195856,564,652,0.864008406149762,1312,0,0.658223647826568,0.883641190133835,0.0611104966264794,0.071673487446079,0.0725583453157836,0.0763742948788851,0.037827673929875,0.187319463234488
"1115","Greensville County",51,2858,51081,2558,1737,4363,0.586293834517534,0.398120559248224,821,0.18817327526931,"VA",51081,4925,3135,1766,81,0.636548223350254,0.358578680203046,1369,0.277969543147208,-29,0.039541879045178,0.0897962678778981,121,2482,0.156552779194289,0.329275459659139,0.329107547645034,614,979,4478,17473,10041,"Virginia",605,7110,340,242,0.37595499958022,42,2328,81,749,0.0628830492821761,0.730644686488078,8168,1383,11911,0.0285450423977836,0.154258031616522,12,116,0.0203173537066577,846,3397,50,3922,1067,0.012748597654258,3920,"Greensville County, Virginia",0.596927210141886,0.685752665603224,0.84300226681219,0.125850054571405,0.0811854588195785,0.089581059524809,0.0821929309042062,547,122,0.323618750513094,847,3942,81,7334,12181,0.602085214678598,"Virginia",8794,188,887,40,3385,0.0126426401773253,475,11372,154,4584,607,0.0389951563911009,"Greensville County, Virginia",2525,16213,0.745937961595273,83,623,0.376323782940645,1373,0,0.721944011164929,0.933585091535999,0.0517198916345128,0.0598473031770791,0.112716525736803,0.0695345209752894,-0.0221656678433626,0.0777154135570221
"1143","Halifax County",51,2859,51083,6890,9698,16946,0.406585624926236,0.572288445650891,2808,-0.165702820724655,"VA",51083,16663,7760,8699,83,0.465702454539999,0.522054852067455,939,-0.056352397527456,999,0.0502335935834363,0.109350423197199,412,10574,0.155217109526896,0.432164463365449,0.260727089401748,2395,4099,21456,20878,32237,"Virginia",3905,13216,1417,637,0.600941071028456,45,11886,83,3720,0.104190006721936,0.73065229408513,28583,736,35704,0.0396874299798342,0.253078418664938,0,413,0.0178411382478154,823,14472,336,15430,2615,0.0217757615035645,9309,"Halifax County, Virginia",0.370154604526103,0.800554559713197,0.902896034057809,0.0321812682052431,0.0345899619090298,0.0732410934349093,0.114805063858391,541,552,0.242378342650987,3644,8801,83,13469,36311,0.370934427583928,"Virginia",28267,401,4143,43.9,14650,0.0164688386439371,3372,31082,598,21798,1109,0.092864421249759,"Halifax County, Virginia",11124,19193,0.759317406143345,799,2616,0.600313954449065,2549,0,0.778469334361488,0.855994051389386,0.0369034176971166,0.0457437140260527,0.0701991132163807,0.100355264244995,-0.0167166974195147,0.0877924243213672
"1162","Hampton city",51,2860,51650,41030,17802,61489,0.667273821333897,0.289515197840264,23228,0.377758623493633,"VA",51650,71713,51733,19193,650,0.721389427300489,0.267636272363449,32540,0.453753154937041,-1391,0.0218789254768154,0.0759945314434078,5035,30968,0.103493292518232,0.48677905685736,0.175677847250628,6897,10009,55450,27436,113792,"Virginia",19778,68794,6808,6848,0.405028341027289,35.5,34531,650,20881,0.152522935779817,0.587628083491461,68789,6317,136904,0.0497282767486706,0.296779808529156,19,4674,0.0500204522877345,9348,52700,245,66642,16987,0.00367636025329372,24051,"Hampton city, Virginia",0.502498100858996,0.502461578916613,0.831180973528896,0.0802825337462748,0.105059019458891,0.124079647051949,0.0731096242622568,6686,7331,0.196625577147131,9230,27340,650,68754,139046,0.494469456151202,"Virginia",68955,177,19892,35.4,53283,0.0430864605957741,19445,114776,5991,58704,7953,0.139845806423773,"Hampton city, Virginia",31573,27144,0.5925529718672,4894,7166,0.422191217294996,17652,67,0.495915020928326,0.825453447060685,0.0832817916372999,0.109920457977935,0.126950793262661,0.0663809099147045,-0.0154049738935316,0.0107574417919245
"1175","Hanover County",51,2861,51085,19360,39592,62313,0.310689583233033,0.635373036124083,20232,-0.32468345289105,"VA",51085,58936,18283,39920,85,0.310217863445093,0.677344916519614,21637,-0.367127053074521,-328,-0.0419718803955312,-0.0424436001834715,1571,30490,0.0565543561633585,0.530872289922434,0.187637179830965,3023,8422,85345,36119,90156,"Virginia",22929,9327,2589,2398,0.84760996732513,41.8,22595,85,24698,0.245289952229141,0.823141923814152,67107,4167,100689,0.0257128385424426,0.428956279348212,19,1645,0.0238159083911847,4304,37041,468,53453,8804,0.0087553551718332,18893,"Hanover County, Virginia",0.0926317671245121,0.666477966808688,0.895390757679588,0.0577222933984844,0.0583479824012553,0.0874375552443663,0.0836436949418506,4789,1571,0.190981325374098,6723,18940,85,9040,99172,0.0911547614245957,"Virginia",67027,630,22151,40.4,36114,0.0206409067075384,21732,88906,2047,85061,3792,0.219134433106119,"Hanover County, Virginia",30301,35239,0.839037492385225,1345,3930,0.857711854152382,7894,39,0.67586617190336,0.896482878231759,0.061852135683459,0.0540777638849675,0.0795990803855927,0.067791312063889,0.0152966563142823,0.024972331791481
"1209","Harrisonburg city",51,2862,51660,10100,6232,17693,0.570847227717176,0.352229695359747,3868,0.21861753235743,"VA",51660,15541,8650,6564,660,0.556592239881603,0.422366643073161,2086,0.134225596808442,-332,-0.0701369477134145,-0.0843919355489874,1334,5671,0.0996011120512511,0.48836111056453,0.124889317408158,2472,1865,35461,14946,33885,"Virginia",7588,3708,1702,8790,0.697762735876901,23,17233,660,8349,0.164282481651286,0.35709338202884,24682,8768,50821,0.0334900926782236,0.305733510616866,0,2429,0.172959996851695,3304,15881,474,24819,19389,0.0190982714855554,6347,"Harrisonburg city, Virginia",0.0729619645422168,0.485665374549891,0.666751933255938,0.220322307707444,0.09126148639342,0.381515515239763,0.0366974282284882,10552,857,0.104100746740919,1758,4935,660,3231,47406,0.0681559296291609,"Virginia",23355,366,5862,22.5,14965,0.144264439100536,6783,29671,6839,34986,2231,0.143083154031135,"Harrisonburg city, Virginia",5770,11055,0.385566321416639,2928,2984,0.738007847107961,19870,0,0.492659157068725,0.62589123739611,0.284352191705691,0.0651394338269417,0.419145255874784,0.0370839134286799,0.0720372948571911,0.351967435549525
"1235","Henrico County",51,2863,51087,93615,59674,161966,0.577991677265599,0.368435350629144,33941,0.209556326636455,"VA",51087,161195,89116,70235,87,0.55284593194578,0.435714507273799,18881,0.117131424671981,-10561,-0.0672791566446544,-0.0924249019644734,5674,79065,0.058972154475111,0.543000781254962,0.156273223280128,10083,21839,176113,32464,260527,"Virginia",69010,93134,12497,16303,0.559305508800234,37.8,66932,87,84951,0.26979020446014,0.638542735077249,182536,18063,314878,0.0396883872483946,0.403616818439691,0,5965,0.0517756083308456,12478,123821,326,170979,25974,0.00190666690061353,49207,"Henrico County, Virginia",0.295778047370728,0.579703885314312,0.827390290842803,0.0763089196450689,0.05764772388036,0.0824890910130273,0.0693570208144107,17155,6957,0.156285722855629,17722,46894,87,86129,300053,0.287045955214579,"Virginia",175872,198,65366,37.1,121767,0.0445021379556278,78554,243802,13353,175944,13484,0.261800415259971,"Henrico County, Virginia",81504,32675,0.669343910911823,6754,11564,0.586376406834793,24694,34,0.586136449227303,0.812529786404402,0.0796825894092044,0.0681246313151343,0.0822987938797479,0.0590628988878631,0.0494079379309655,-0.0064575363427697
"1245","Henry County",51,2864,51089,8199,15207,24029,0.341212701319239,0.632860293811644,7008,-0.291647592492405,"VA",51089,24927,10312,13980,89,0.413687968869098,0.560837645926104,3668,-0.147149677057006,1227,0.07202264788554,0.144497915435399,691,16657,0.195160883810804,0.449509063444109,0.245845921450151,4646,6141,37562,19083,46207,"Virginia",5308,11584,2723,2662,0.709252265861027,45.5,17899,89,4416,0.0833836858006042,0.74123353506586,37610,1667,52960,0.051416163141994,0.222968999411913,0,966,0.0502643504531722,2150,22472,208,23806,3929,0.00873729311938167,13020,"Henry County, Virginia",0.218731117824773,0.710158610271903,0.872488670694864,0.0497167673716012,0.0536442598187311,0.0741880664652568,0.115955438066465,2324,1032,0.240174990885891,5778,13176,89,12208,54860,0.222530076558513,"Virginia",39858,39,5574,43.6,22909,0.0450419248997448,4301,46457,2471,39325,3208,0.0783995625227853,"Henry County, Virginia",17396,18755,0.759352219651665,1092,6239,0.716824644549763,4095,0,0.72654028436019,0.846828290193219,0.0622675902296755,0.0772876412686839,0.0746445497630332,0.105322639445862,-0.034633612832665,0.0174886696880832
"1256","Highland County",51,2865,51091,371,958,1391,0.266714593817398,0.688713156002876,587,-0.421998562185478,"VA",51091,1411,459,924,91,0.325301204819277,0.654854712969525,465,-0.329553508150248,34,0.0338584430333505,0.0924450540352301,68,911,0.0332699619771863,0.465899025686448,0.33215234720992,35,516,2254,23482,2019,"Virginia",283,0,20,0,0.99822852081488,58.6,887,91,351,0.155447298494243,0.853795688847235,1520,97,2258,0.00885739592559787,0.269011406844106,0,49,0,22,1067,173,1052,133,0.164448669201521,750,"Highland County, Virginia",0,0.673162090345438,0.894154118689105,0.0646589902568645,0.0398582816651904,0.0589016829052259,0.228520814880425,230,96,0.302296450939457,430,724,91,0,2395,0,"Virginia",1722,156,289,52.4,1130,0.00250521920668058,420,2050,6,2355,113,0.175365344467641,"Highland County, Virginia",866,25407,0.766371681415929,33,26,0.983298538622129,101,0,0.718997912317328,0.855949895615866,0.109812108559499,0.0872651356993737,0.0421711899791232,0.179540709812109,-0.0572025052192067,-0.0757665210375093
"1279","Hopewell city",51,2866,51670,4722,3885,8968,0.526538804638715,0.433206958073149,837,0.0933318465655664,"VA",51670,9011,5178,3737,670,0.574631006547553,0.414715347908112,1441,0.159915658639441,148,0.0184916101650366,0.0665838120738742,416,4634,0.109926328034122,0.461050279329609,0.263642458100559,1134,2009,11589,25079,19402,"Virginia",2087,8416,1349,1508,0.517944134078212,36.6,6144,670,1616,0.0722234636871508,0.528151356279918,15444,869,22375,0.0602905027932961,0.202307095773556,0,358,0.0673966480446927,1571,8774,23,10316,1898,0.00222954633578907,5899,"Hopewell city, Virginia",0.376134078212291,0.690234636871508,0.867128491620112,0.0548379888268156,0.088804469273743,0.0848268156424581,0.0897877094972067,1372,540,0.253798986936817,1669,5712,670,8537,22506,0.379321069936906,"Virginia",15970,13,1893,36.1,8914,0.0570958855416333,1607,18526,1285,12325,1076,0.0714031813738559,"Hopewell city, Virginia",4607,22453,0.516827462418667,341,1183,0.547631742646405,2040,0,0.709588554163334,0.823158268906069,0.0761130365235937,0.0718030747356261,0.0906424953345775,0.074158002310495,-0.00582067004354394,0.116955417984234
"1345","Isle of Wight County",51,2867,51093,7673,11971,20481,0.374639910160637,0.584492944680436,4298,-0.209853034519799,"VA",51093,20772,8754,11797,93,0.421432697862507,0.567927979973041,3043,-0.146495282110533,174,0.0165649647073949,0.0633577524092654,794,10679,0.159028914348063,0.516076355650656,0.200884058787094,2915,3405,25089,31242,31833,"Virginia",6352,8304,1448,812,0.706374232783377,44.5,9026,93,6577,0.18517371473619,0.789925290332125,22323,1343,35518,0.0407680612647109,0.346535733769776,0,544,0.0228616476152937,1948,13519,357,18330,2640,0.0194762684124386,7135,"Isle of Wight County, Virginia",0.233796948026353,0.628498226251478,0.896249788839462,0.0531279914409595,0.0772002928092798,0.0743285094881469,0.095866884396644,1385,555,0.215781600598355,2815,7501,93,8756,34762,0.251884241413037,"Virginia",22103,141,6119,42.6,13553,0.019475289108797,6092,31152,677,24645,1408,0.175248834934699,"Isle of Wight County, Virginia",10995,29566,0.811259499741755,780,2918,0.708963811058052,2401,0,0.635837984005523,0.896150969449399,0.0622806512858869,0.056469708302169,0.0690696737817157,0.0809792301938899,0.0217478856222312,0.0566867347629033
"1375","James City County",51,2868,51095,19091,21284,42737,0.446708940730515,0.498022790556193,2193,-0.051313849825678,"VA",51095,41134,17854,22830,95,0.434044829095152,0.555015315797151,4976,-0.120970486701998,-1546,-0.0569925252409583,-0.0696566368763204,1893,20616,0.0591227150827656,0.464557795852904,0.159883720930233,1918,8442,53652,35545,60657,"Virginia",13853,9581,1827,3562,0.768301065414137,45.2,21147,95,23096,0.33073662504296,0.745201518163745,28049,3451,69832,0.0261627906976744,0.427021361856909,27,1892,0.0510081338068507,3580,27665,312,32441,4987,0.00961745938781172,11165,"James City County, Virginia",0.137200710276091,0.401663993584603,0.868613243212281,0.0765122007102761,0.0783738114331539,0.0714142513460878,0.120890136327185,3780,1842,0.151197465287485,7012,9735,95,8642,64386,0.134221725219768,"Virginia",26192,54,13752,44.3,25851,0.0412046096977604,20588,55094,2653,50469,3430,0.319758953809834,"James City County, Virginia",19772,35246,0.764844686859309,2247,2142,0.783850526511975,4540,18,0.406796508557761,0.85568291243438,0.0936073059360731,0.0818811542881993,0.0705122231541018,0.10890566272171,0.0845836051315503,0.00848323213981728
"1487","King and Queen County",51,2869,51097,1451,2059,3615,0.401383125864454,0.569571230982019,608,-0.168188105117566,"VA",51097,3645,1743,1863,97,0.478189300411523,0.511111111111111,120,-0.0329218106995884,196,0.0584601198709083,0.135266294417977,51,2121,0.116872197309417,0.504453555775484,0.315142089636646,417,842,4654,27300,6723,"Virginia",778,1987,169,224,0.657995192987417,45.5,2133,97,891,0.12597200622084,0.748940677966102,5420,113,7073,0.0238936801922805,0.21804932735426,0,107,0.031669729958999,68,2832,177,3568,389,0.0496076233183856,2229,"King and Queen County, Virginia",0.280927470663085,0.766294358829351,0.950516046939064,0.031104199066874,0.0168245440407182,0.0549978792591545,0.119044252792309,147,14,0.293531619982674,639,2033,97,2212,6926,0.319376263355472,"Virginia",5379,106,608,42.5,2815,0.023390124169795,472,6650,162,4515,173,0.0681490037539706,"King and Queen County, Virginia",2263,24213,0.803907637655417,0,614,0.651891423621138,699,6,0.776638752526711,0.960150158821831,0.021224371931851,0.0269997112330349,0.100924054288189,0.0922610453364135,0.021224371931851,0.127493495229835
"1490","King George County",51,2870,51099,4002,7338,11967,0.334419654048634,0.613186262221108,3336,-0.278766608172474,"VA",51099,11287,4476,6603,99,0.396562416939842,0.585009302737663,2127,-0.188446885797821,735,0.0281769594834452,0.0903197223746538,1001,6114,0.0502197112366604,0.518533588314278,0.190218496968711,640,1695,18252,38813,20658,"Virginia",5164,4518,900,971,0.742645562924686,36.7,4738,99,5046,0.205313911380559,0.735297654840649,11274,1275,24577,0.0366196036945111,0.405210295040804,14,1067,0.0395084835415226,1141,8315,162,12744,2110,0.0127118644067797,4675,"King George County, Virginia",0.183830410546446,0.458721568946576,0.840541970134679,0.0952923465028278,0.0871546567929365,0.0858526264393539,0.0689669202913293,1165,481,0.194831973326314,1372,4441,99,3877,22794,0.170088619812231,"Virginia",10154,114,4772,36,8194,0.0361498639992981,4462,18666,824,17080,1141,0.195753268403966,"King George County, Virginia",6261,37117,0.764095679765682,2108,494,0.749319996490304,1800,4,0.445468105641836,0.818899710450118,0.143590418531192,0.0711590769500746,0.0789681495130297,0.0601912784065982,0.0782223392120733,0.0456933480615351
"1491","King William County",51,2871,51101,2752,5963,9088,0.302816901408451,0.656139964788732,3211,-0.353323063380282,"VA",51101,8865,3326,5445,101,0.375183305132544,0.614213197969543,2119,-0.239029892836999,518,0.0419267668191893,0.114293170543282,169,5051,0.124896901142924,0.528949828607043,0.283702087877844,1060,1317,12208,34036,14620,"Virginia",2380,3056,475,129,0.760860081022125,40.3,3628,101,2114,0.131754440635712,0.821701643077924,12411,715,16045,0.0296042380803989,0.280428891245434,15,149,0.00803988781551885,896,6147,120,8487,1090,0.0141392718275009,4552,"King William County, Virginia",0.190464319102524,0.773511997507011,0.911187285758803,0.0538485509504519,0.0663758180118417,0.0679339358055469,0.0820816453723902,683,120,0.269391965955252,977,4178,101,2913,15509,0.187826423367077,"Virginia",11441,182,1968,39.1,5909,0.0221806692888,2057,14063,344,11751,1253,0.132632664904249,"King William County, Virginia",5049,32894,0.854459299373836,43,1114,0.757689083757818,1180,10,0.737700689921981,0.906763814559288,0.046811528789735,0.0885292410858211,0.0760848539557676,0.0629956799277839,0.0345605777290605,0.0347175776737399
"1562","Lancaster County",51,2872,51103,2862,3520,6599,0.433702076072132,0.533414153659645,658,-0.0997120775875133,"VA",51103,7052,3144,3749,103,0.445830969937606,0.531622234826999,605,-0.0857912648893931,-229,0.00179191883264596,0.0139208126981202,56,3984,0.0305283757338552,0.455274411974341,0.245990734141126,156,1893,7760,25250,9906,"Virginia",1387,3164,402,157,0.691375623663578,55.3,4252,103,2538,0.226122594440485,0.754116978989211,7411,333,11224,0.035816108339273,0.271428571428571,0,95,0.0139878831076265,498,5283,118,5110,633,0.0230919765166341,2761,"Lancaster County, Virginia",0.281895937277263,0.66028153955809,0.882573057733428,0.0381325730577334,0.0493585174625802,0.0563970064148254,0.168656450463293,157,87,0.216936748562467,1753,2490,103,3297,11478,0.287245164662833,"Virginia",7658,71,1639,53.4,5421,0.00609862345356334,2501,10641,70,8020,648,0.217895103676599,"Lancaster County, Virginia",4180,25866,0.77107544733444,37,330,0.698728001393971,540,0,0.667189405819829,0.927077888133821,0.0169018992855898,0.0640355462624151,0.0470465237846315,0.152726955915665,-0.0221292908172155,-0.0238150467795562
"1613","Lee County",51,2873,51105,1627,7542,9353,0.173954880786913,0.806372286966749,5915,-0.632417406179835,"VA",51105,9588,2593,6845,105,0.270442219440968,0.713913224864414,4252,-0.443471005423446,697,0.0924590621023348,0.188946400756389,578,6954,0.0735543736562182,0.348187549251379,0.237943262411348,650,2677,23642,16455,22152,"Virginia",2298,882,999,433,0.931520882584712,42.4,10236,105,2067,0.0814420803782506,0.724601437949359,14493,330,25380,0.0393617021276596,0.260043001018445,0,663,0.0170606776989756,552,9597,481,8837,1916,0.0544302365056014,6039,"Lee County, Virginia",0.0347517730496454,0.571040189125296,0.872813238770686,0.0391252955082742,0.0445232466509062,0.0754925137903861,0.105476753349094,454,721,0.22784461744122,2313,5795,105,951,25434,0.0373908940787922,"Virginia",14983,755,2447,40.7,9836,0.014665408508296,2166,22259,373,23810,414,0.0851615947157348,"Lee County, Virginia",7263,16971,0.738409922732818,546,913,0.936148462687741,2012,0,0.589093339624125,0.875167099158607,0.0393174490839034,0.0446253047102304,0.0791067075568137,0.0909412597310686,-0.00212314225053079,-0.0304048082022273
"1633","Lexington city",51,2874,51678,1514,766,2448,0.618464052287582,0.312908496732026,748,0.305555555555556,"VA",51678,2677,1484,1146,678,0.554351886440045,0.428091146806126,338,0.126260739633919,-380,-0.1151826500741,-0.179294815921637,389,936,0.0724050632911392,0.277621591228563,0.0711273545122294,143,402,5849,8090,5820,"Virginia",891,455,95,298,0.822181613719426,21.6,3083,678,1070,0.15040764689345,0.54198031268095,3585,490,7114,0.0133539499578296,0.451139240506329,0,553,0.0418892324992972,305,1727,0,1975,4022,0,506,"Lexington city, Virginia",0.0639583919032893,0.503935901040202,0.818105144784931,0.14661231374754,0.0975541186393028,0.565364070846219,0.0565082935057633,521,392,0.0894134477825465,589,625,678,463,6990,0.0662374821173104,"Virginia",2624,0,847,22.4,2108,0.0665236051502146,1325,5215,465,5549,568,0.189556509298999,"Lexington city, Virginia",1079,8536,0.511859582542694,862,130,0.793848354792561,3172,0,0.375393419170243,0.746065808297568,0.197854077253219,0.137339055793991,0.45379113018598,0.0842632331902718,0.0177396280400572,-0.0522492970946579
"1697","Loudoun County",51,2875,51107,99909,69633,180265,0.554234044323635,0.386281308074224,30276,0.167952736249411,"VA",51107,158648,81900,74794,107,0.516237204376986,0.471446220563764,7106,0.0447909838132217,-5161,-0.0851649124895397,-0.123161752436189,9160,84662,0.0422056886162884,0.546483494435199,0.0879126391200179,7817,14972,204542,53210,290242,"Virginia",101419,24880,7676,44028,0.603518275914976,35.1,50372,107,124892,0.368504290148591,0.769325833507501,112601,12032,338916,0.022648679908886,0.547583309936721,28,8901,0.129908295860921,10069,110047,1035,185212,21990,0.00558819082996782,29795,"Loudoun County, Virginia",0.0734105206009749,0.332238666808295,0.856383292615279,0.0617645670313588,0.0567367725336071,0.0648833339234501,0.0441761380401043,10663,7620,0.0921711760208193,10574,26882,107,20895,291653,0.0716433570030139,"Virginia",95304,1175,87356,34.3,95330,0.117074057184394,105884,246383,34145,187588,9916,0.363047868528697,"Loudoun County, Virginia",77022,52015,0.807951326969474,9007,6669,0.643188995141487,17465,0,0.326771883025376,0.844781298323693,0.0674431601937919,0.0601262459155229,0.0598828059371925,0.0362554131107858,0.162052164730004,0.0229741420744016
"1699","Louisa County",51,2876,51109,6208,10507,17507,0.354601016736163,0.60015993602559,4299,-0.245558919289427,"VA",51109,16404,6949,9207,109,0.423616191172885,0.561265544989027,2258,-0.137649353816142,1300,0.0388943910365628,0.107909565473285,253,10397,0.0781510192362906,0.516107044424029,0.278339211095635,1361,3453,25971,28185,30084,"Virginia",5116,5639,1343,824,0.769670746525205,43.7,9070,109,4631,0.137243280087722,0.811568183592225,21560,1220,33743,0.0398008475832024,0.293769738730979,9,530,0.0244198796787482,1611,12811,420,17415,2407,0.0241171403962102,9392,"Louisa County, Virginia",0.167116142607356,0.638947337225499,0.891562694484782,0.0518626085410307,0.055241087040275,0.0713333135761491,0.102332335595531,965,320,0.267954601835773,2829,8641,109,5950,32248,0.184507566360705,"Virginia",21894,356,4705,42.3,13253,0.0222029273133218,4085,28887,716,24867,1347,0.126674522451005,"Louisa County, Virginia",10367,28354,0.782237983852713,383,1648,0.771117588687671,2200,0,0.678925824857356,0.895776482262466,0.0418010419250806,0.0516931282560159,0.0682212850409328,0.0877263706276358,0.0463594641528157,-0.00596035832686746
"1712","Lunenburg County",51,2877,51111,2226,3206,5577,0.399139322216245,0.574861036399498,980,-0.175721714183253,"VA",51111,5726,2684,2969,111,0.468739084876004,0.518512050296891,285,-0.0497729654208872,237,0.0563489861026065,0.125948748762365,33,3429,0.0951224448492208,0.390068682403095,0.254045946159312,470,1341,7595,20854,11659,"Virginia",1263,4366,356,494,0.59958948448725,44.4,3942,111,1149,0.0907081392594932,0.739965472593871,9317,516,12667,0.0281045235651693,0.255616272009715,0,155,0.0389989737112181,561,4634,195,4941,1048,0.0394656952034001,3218,"Lunenburg County, Virginia",0.344675140127891,0.73553327544012,0.920423146759296,0.0529722902028894,0.0468935028025578,0.0827346648772401,0.105865635114865,723,246,0.276912399753239,1218,3591,111,4754,12968,0.366594694632943,"Virginia",9854,72,1062,43,4515,0.0312307217766811,928,11829,405,7711,427,0.0715607649599013,"Lunenburg County, Virginia",3361,19356,0.744407530454042,83,692,0.594617520049352,1156,0,0.759870450339297,0.912168414558914,0.0621529919802591,0.0518969771745836,0.0891425046267736,0.0939235040098705,-0.0232109808760025,0.0773920231452779
